EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_10_eval_rewards,forward_5_eval_rewards,forward_6_eval_rewards,forward_7_eval_rewards,forward_8_eval_rewards,forward_9_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
279,461.8236322402954,348000,-1489.50603,-3025.87793,-1.97893,0.02681,10.11496,451.56797,-3181.05276,-918.37796,-1080.12805,-1194.98585,-1555.49677,-2195.91376,-4.29700,0.11769,-3.98450,-4.67111,0.04763,0.00019,0.04790,0.04733,0.06111,0.00025,0.06144,0.06077,0.07552,0.00038,0.07621,0.07504,0.08038,0.00035,0.08122,0.07998,0.08227,0.00018,0.08267,0.08198,0.09232,0.00034,0.09289,0.09162,0.12847,0.37017,1.25155,-0.67972,347.83789,2.78937,358.12823,340.61713,3.95784,1.99296,15.01756,2.04886,4.29345,2.08761,14.03715,2.35155,5.70947,2.55576,17.74434,1.96270,3587.73086,1177.16912,7229.70508,1026.39209,3827.29835,1321.06152,9020.83203,1286.80029,-1.13073,0.01298,-1.10080,-1.16121,0.46748,0.00437,0.47928,0.45716,0.04551,0.14998,0.61854,-0.16634,-3.22138,0.08014,-3.03951,-3.44382,6.02594,0.19749,6.60541,5.54425,6.03378,0.21843,6.62342,5.44686,6.06876,0.24308,6.70196,5.37010,6.07093,0.24806,6.84554,5.38437,6.03929,0.24891,6.65287,5.35542,6.05988,0.26966,6.78391,5.45223,6.04976,0.14139,6.47382,5.73408,3.60512,0.08287,3.80212,3.41174,22.42051,3.66362,36.15932,16.18667,-6.48107,1.50966,-3.43532,-10.67946,0.04351,0.02900,0.14377,-0.02955,1.34558,0.01530,1.38560,1.31066,3.86713,0.44796,5.42812,3.23505,-3.97970,0.49595,-3.10377,-6.61828
280,448.7150857448578,349200,-1639.70943,-2983.91539,-1.02251,0.11803,10.09940,438.49761,-3241.29948,-913.24275,-1028.59142,-1186.73012,-1648.61446,-2352.09170,-4.28880,0.11322,-3.96006,-4.69254,0.04781,0.00013,0.04803,0.04762,0.06112,0.00014,0.06140,0.06088,0.07647,0.00017,0.07669,0.07620,0.08113,0.00016,0.08135,0.08083,0.08269,0.00007,0.08281,0.08243,0.09273,0.00007,0.09290,0.09264,-0.03003,0.36347,0.98185,-1.01137,347.17872,3.06993,359.70447,340.08942,4.31869,2.01047,13.77025,2.09789,4.41843,2.02022,16.50589,2.36076,5.55308,4.41937,54.48261,1.82625,3866.26005,1586.22823,10190.42578,1013.31842,3586.18064,971.43694,7082.54102,759.89648,-1.12934,0.01484,-1.09201,-1.17041,0.46599,0.00659,0.48200,0.45253,0.10948,0.15365,0.66391,-0.18844,-3.18234,0.07075,-3.02313,-3.35959,6.02030,0.19086,6.48395,5.51927,5.96838,0.22121,6.56739,5.30113,6.00588,0.21760,6.57702,5.47592,5.97045,0.24987,6.84457,5.26082,5.97797,0.24801,6.65820,5.29642,5.98329,0.25131,6.53463,5.28413,5.98771,0.13977,6.36710,5.61391,3.60738,0.08908,3.85933,3.41114,22.48943,3.96759,38.33928,15.70504,-6.32141,1.51137,-3.36598,-12.04525,0.05073,0.02495,0.12368,-0.00886,1.33964,0.01668,1.38419,1.27094,3.88391,0.48293,5.73109,3.23968,-4.16039,0.66247,-3.24119,-6.78669
281,451.25823163986206,350400,-1653.78802,-3061.73599,-1.52058,0.01633,9.96995,441.27190,-3398.07094,-950.20359,-1062.89248,-1326.29740,-1920.66642,-2399.09342,-4.30094,0.11306,-4.00495,-4.74789,0.04793,0.00006,0.04806,0.04783,0.06066,0.00011,0.06090,0.06048,0.07642,0.00007,0.07658,0.07629,0.08067,0.00015,0.08095,0.08042,0.08215,0.00010,0.08242,0.08195,0.09214,0.00025,0.09265,0.09182,-0.04096,0.41372,0.95553,-1.43806,347.46190,2.98286,357.57800,340.09241,4.74149,1.92825,12.19554,2.36365,4.91822,2.24759,12.16936,2.41173,5.83566,2.65299,20.25150,1.84280,3333.48756,976.88554,5817.89551,1089.49487,3470.48901,1225.76899,9011.90137,1071.35693,-1.12866,0.01599,-1.08544,-1.16946,0.46337,0.00454,0.47521,0.45217,0.05857,0.13821,0.47933,-0.19492,-3.21849,0.08378,-2.97641,-3.48196,5.99035,0.18976,6.60762,5.39097,5.97594,0.25521,6.64700,5.33806,5.99335,0.25690,6.55138,5.07888,5.98635,0.26339,6.80687,5.25070,5.99801,0.22912,6.49721,5.36431,5.96098,0.25171,6.72881,5.34983,5.98416,0.15829,6.36784,5.43899,3.60968,0.08281,3.81318,3.39959,22.79270,4.00178,35.99708,15.80656,-6.36534,1.51481,-3.80271,-12.51625,0.04372,0.03002,0.14730,-0.02445,1.34038,0.01945,1.39259,1.28756,3.96215,0.56044,6.51967,3.18193,-4.06160,0.46747,-3.18763,-5.92119
282,468.9647080898285,351600,-1684.30905,-3011.40574,-1.98287,0.09877,9.88507,458.98078,-3279.37006,-946.64701,-1019.15281,-1181.10418,-1648.07907,-2435.88146,-4.28542,0.11502,-3.89302,-4.52218,0.04762,0.00009,0.04787,0.04751,0.06050,0.00017,0.06082,0.06016,0.07626,0.00026,0.07667,0.07573,0.08045,0.00026,0.08087,0.07993,0.08253,0.00016,0.08277,0.08222,0.09194,0.00016,0.09217,0.09163,-0.04522,0.37888,0.84361,-1.30289,346.49790,2.98982,353.29715,336.77930,4.64922,3.68012,37.46254,2.36421,4.00946,1.64451,10.24464,2.15424,5.51066,2.16542,18.68082,2.42989,3770.08745,1593.37912,11569.98340,1028.45520,3486.67414,1188.00785,9457.01758,772.60773,-1.12999,0.01477,-1.09673,-1.16200,0.46381,0.00570,0.48027,0.44680,0.09628,0.15880,0.61917,-0.16828,-3.19781,0.08392,-2.96469,-3.39393,5.97250,0.21252,6.48608,5.35935,5.97731,0.21671,6.48323,5.35330,5.96722,0.24900,6.62868,5.34807,5.96238,0.24257,6.71264,5.20434,6.00823,0.23647,6.64827,5.40709,6.01444,0.24604,6.59205,5.32238,5.98368,0.14486,6.33052,5.50525,3.60485,0.09074,3.82094,3.38255,22.88408,3.91952,33.87540,16.65755,-6.32444,1.28121,-3.90701,-9.91649,0.04140,0.03402,0.11247,-0.05426,1.33912,0.01686,1.38282,1.28716,4.06125,0.56328,6.29977,3.14793,-4.14473,0.49552,-3.25897,-5.99796
283,462.24476408958435,352800,-1770.42672,-3000.34934,-3.11991,0.10431,10.15535,451.89772,-3097.04417,-920.28014,-982.06382,-1145.29197,-1633.88358,-2244.65221,-4.28021,0.11584,-3.98468,-4.63269,0.04710,0.00021,0.04755,0.04685,0.06034,0.00020,0.06082,0.06004,0.07561,0.00008,0.07584,0.07551,0.07971,0.00009,0.07994,0.07959,0.08278,0.00035,0.08349,0.08238,0.09219,0.00015,0.09249,0.09200,0.02980,0.45201,1.16991,-1.11397,346.08308,3.04949,354.95840,339.00912,5.08082,3.07628,31.34658,2.37339,3.73888,1.30841,10.01410,2.13995,5.49047,3.15379,23.88653,2.07690,3421.58084,1359.36975,10662.11328,761.43103,3366.44373,1286.14870,9562.60156,899.82513,-1.12922,0.01528,-1.09666,-1.18814,0.46477,0.00535,0.48307,0.44945,0.17767,0.18268,0.74620,-0.17071,-3.17467,0.07020,-3.03700,-3.40960,5.95236,0.20626,6.47418,5.33987,6.04513,0.24681,6.72571,5.48227,6.00792,0.26006,6.74036,5.37531,6.00564,0.28578,6.71577,5.32566,6.05268,0.27714,6.84840,5.42957,6.01317,0.26035,6.59432,5.29253,6.01282,0.17259,6.45665,5.57701,3.62211,0.09170,3.87981,3.42225,22.21499,3.80765,41.37347,16.44419,-6.19226,1.40392,-3.61548,-10.99474,0.04421,0.02721,0.11252,-0.03872,1.34386,0.01778,1.39245,1.30041,3.97576,0.58197,7.71133,3.16538,-4.00030,0.54497,-3.18154,-6.30319
284,458.63106989860535,354000,-1635.56628,-2973.16937,-1.58456,0.01392,10.42506,448.19203,-3238.26897,-910.43983,-1030.09585,-1178.84013,-1690.15094,-2301.97555,-4.26771,0.11401,-3.98426,-4.55667,0.04679,0.00009,0.04698,0.04667,0.06082,0.00016,0.06107,0.06061,0.07610,0.00013,0.07629,0.07583,0.07968,0.00027,0.08005,0.07927,0.08412,0.00029,0.08442,0.08349,0.09248,0.00011,0.09273,0.09230,0.02331,0.38457,0.99190,-1.01148,345.58004,3.02997,354.12360,337.83524,4.93191,3.47038,27.19047,2.06955,4.81675,2.81866,19.25462,2.05037,5.49980,2.41054,17.42353,1.93784,4040.20126,1842.77851,12276.68457,682.16522,4213.92468,2162.48994,12370.32227,857.42816,-1.12666,0.01458,-1.08324,-1.16309,0.46694,0.00508,0.47932,0.45379,0.10328,0.15067,0.60733,-0.17247,-3.17590,0.06440,-2.97857,-3.33746,6.01675,0.21288,6.59010,5.47919,5.99880,0.24465,6.64610,5.50390,6.00849,0.23560,6.57399,5.46286,5.96568,0.25218,6.62145,5.44669,6.04544,0.24153,6.60742,5.38058,6.01845,0.24659,6.58349,5.30613,6.00894,0.14656,6.38545,5.60928,3.64159,0.10065,4.03012,3.41141,23.44404,4.99381,41.33656,15.88501,-6.37162,1.49932,-3.40070,-12.45021,0.04554,0.03147,0.17768,-0.03287,1.34373,0.01881,1.40936,1.29252,4.02649,0.59904,6.54863,3.19626,-4.26273,0.76187,-3.17961,-7.84069
285,443.1578257083893,355200,-1612.06915,-2924.65630,-1.96800,0.12802,10.14501,432.88474,-3159.62299,-909.24695,-1001.84617,-1156.11557,-1596.42579,-2216.02754,-4.26103,0.12088,-3.91665,-4.58669,0.04769,0.00043,0.04828,0.04699,0.06143,0.00034,0.06200,0.06079,0.07666,0.00054,0.07773,0.07591,0.08011,0.00048,0.08103,0.07928,0.08525,0.00044,0.08584,0.08437,0.09307,0.00019,0.09352,0.09273,0.20857,0.35872,1.01324,-0.75160,344.73152,3.05954,351.86597,337.01825,3.13494,0.58535,5.69485,2.19210,4.65251,2.12067,14.50464,2.20539,5.69994,2.84058,30.97127,1.95891,3199.68759,740.11621,5369.97949,848.65497,3726.63323,1708.73667,10848.92773,807.79266,-1.12836,0.01199,-1.10214,-1.16091,0.46524,0.00536,0.48333,0.45289,0.08165,0.17919,1.09564,-0.24194,-3.22741,0.07047,-3.00929,-3.39463,6.09014,0.20895,6.70722,5.49945,6.07474,0.21798,6.63734,5.51327,6.09660,0.22058,6.67425,5.50129,6.09834,0.24027,6.60109,5.36480,6.07216,0.26634,6.79996,5.31108,6.03951,0.23558,6.55120,5.07264,6.07858,0.13741,6.38260,5.71040,3.63527,0.10298,4.00007,3.40391,22.14454,3.83987,39.44553,15.63208,-6.39723,1.59013,-3.63243,-13.21395,0.04377,0.02783,0.11570,-0.04130,1.35002,0.01663,1.39047,1.29729,3.89303,0.48724,5.90074,3.21118,-4.10584,0.62126,-3.22071,-7.62294
286,457.97318482398987,356400,-1835.51006,-2890.48116,-1.05145,0.01057,10.09293,447.86963,-3216.28443,-919.18001,-1084.17527,-1217.17677,-1664.61867,-2279.74297,-4.25781,0.11766,-4.02113,-4.58419,0.04811,0.00010,0.04828,0.04794,0.06207,0.00015,0.06232,0.06185,0.07771,0.00005,0.07782,0.07761,0.08144,0.00025,0.08179,0.08104,0.08619,0.00026,0.08672,0.08582,0.09356,0.00010,0.09377,0.09340,0.02388,0.35685,0.95632,-0.86051,344.46448,2.95281,354.96155,338.06799,4.08015,1.56335,10.39965,2.27293,4.04838,1.41221,11.83601,2.26627,5.56872,2.34036,15.49801,1.66133,3585.72977,1339.67061,8335.26074,904.97437,3608.37929,1408.67224,9052.80762,1035.23267,-1.12287,0.01256,-1.09709,-1.15579,0.46410,0.00649,0.48340,0.44792,0.13686,0.16737,0.78724,-0.17519,-3.18695,0.07520,-2.98576,-3.40119,5.97030,0.19470,6.65604,5.46906,6.02378,0.20132,6.61308,5.43101,5.98714,0.23707,6.79672,5.28844,6.03206,0.24020,6.63486,5.51613,6.04509,0.22777,6.64302,5.39426,6.00381,0.25797,6.87805,5.29971,6.01036,0.13777,6.37470,5.67529,3.63280,0.08666,3.85577,3.33703,21.80824,3.73884,38.23801,16.03376,-6.45684,1.67241,-3.44160,-16.81529,0.05244,0.03095,0.12267,-0.03151,1.34579,0.01656,1.39015,1.30195,3.92782,0.57222,7.09595,3.16402,-4.08462,0.58802,-3.29319,-7.09130
287,475.4448583126068,357600,-1620.35152,-2751.21573,-0.97219,0.04846,9.99938,465.39697,-3084.32895,-941.11939,-1037.54933,-1161.57646,-1600.25053,-2297.97213,-4.25104,0.11365,-3.97607,-4.55255,0.04780,0.00008,0.04795,0.04768,0.06301,0.00034,0.06343,0.06232,0.07763,0.00009,0.07782,0.07740,0.08206,0.00017,0.08230,0.08173,0.08723,0.00023,0.08753,0.08673,0.09449,0.00031,0.09491,0.09374,0.04448,0.42566,1.05494,-1.13922,344.03441,2.94450,353.10681,336.88882,3.48538,1.16169,10.73612,2.26293,5.28649,3.38913,31.18787,2.27705,5.86652,2.88902,21.05898,2.05861,3265.07492,879.93490,5614.25879,1065.71057,3849.82751,1481.89826,11562.39844,815.51117,-1.11802,0.01174,-1.09175,-1.14891,0.46148,0.00545,0.47464,0.44627,0.08186,0.16815,0.91301,-0.17279,-3.17906,0.07047,-2.98199,-3.36436,5.99374,0.19914,6.42208,5.27423,6.06261,0.24478,6.71369,5.48976,5.99611,0.25023,6.68440,5.29321,6.00162,0.23426,6.57732,5.26584,6.02536,0.24915,6.74991,5.30518,6.02374,0.28784,6.72237,5.22283,6.01720,0.16533,6.41305,5.55823,3.64563,0.08566,3.87456,3.46257,22.84477,3.67701,33.99102,16.24741,-6.38752,1.45673,-3.57248,-10.27663,0.04702,0.02492,0.11317,-0.02013,1.34990,0.01717,1.39371,1.30632,3.93623,0.58290,6.88454,3.19558,-4.00108,0.51265,-3.08998,-6.33763
288,477.5157849788666,358800,-1842.57781,-2877.63307,-3.34641,0.05578,9.36933,468.09062,-3248.45119,-939.89340,-974.79501,-1132.87174,-1679.67471,-2429.99117,-4.24033,0.12324,-3.95979,-4.61022,0.04787,0.00007,0.04803,0.04775,0.06385,0.00021,0.06416,0.06333,0.07789,0.00024,0.07841,0.07742,0.08184,0.00007,0.08209,0.08169,0.08733,0.00012,0.08753,0.08716,0.09397,0.00020,0.09431,0.09364,0.07618,0.40813,1.20652,-1.08540,343.39286,3.01812,351.37332,336.04187,3.85916,1.58255,11.13334,2.13522,3.95713,1.38449,10.88917,2.01987,6.07165,2.91472,20.62228,2.03161,3623.29433,1212.66208,8400.77246,975.29724,3375.82790,1169.62706,7097.19189,237.14453,-1.12119,0.01359,-1.08866,-1.15083,0.46131,0.00539,0.47883,0.44545,0.06618,0.13114,0.46101,-0.17399,-3.20595,0.07169,-3.03234,-3.38718,6.01806,0.20671,6.58517,5.42922,6.05225,0.21043,6.56281,5.45767,6.06086,0.24566,6.62750,5.41172,6.03020,0.27238,6.73209,5.37029,6.01151,0.25187,6.76630,5.52138,5.99962,0.26588,6.62595,5.11146,6.02875,0.15791,6.47236,5.57800,3.65381,0.07887,3.87445,3.43131,22.81172,3.35955,33.89997,17.02439,-6.31532,1.43623,-3.07588,-11.21881,0.04623,0.02491,0.11133,-0.01800,1.34857,0.01772,1.40822,1.29387,3.92128,0.48326,6.00216,3.13777,-4.06723,0.47807,-3.08826,-5.85674
289,446.63338899612427,360000,-1614.26221,-2818.69164,-0.95858,0.03646,10.18044,436.33579,-3056.44189,-979.81052,-1026.89912,-1148.15077,-1473.07782,-2162.23070,-4.24463,0.12404,-3.84658,-4.57953,0.04814,0.00012,0.04837,0.04795,0.06373,0.00035,0.06420,0.06317,0.07787,0.00048,0.07855,0.07714,0.08185,0.00030,0.08233,0.08136,0.08691,0.00027,0.08742,0.08658,0.09379,0.00014,0.09411,0.09358,-0.09461,0.40127,0.95846,-0.97721,343.31138,3.08891,351.70325,334.95660,4.49972,2.12092,14.12586,1.94103,4.55766,2.15198,15.77254,2.22465,5.77634,2.47472,20.03758,2.05787,3907.59891,1500.43209,8847.15820,676.13885,3369.81631,1294.66607,9942.76367,632.61212,-1.11554,0.01383,-1.07420,-1.13997,0.46115,0.00513,0.47434,0.45008,0.09672,0.13775,0.55226,-0.18891,-3.21336,0.07619,-3.03937,-3.38770,6.02605,0.19829,6.59268,5.60578,5.93499,0.23882,6.74957,5.34264,5.91983,0.25195,6.75180,5.25939,5.96091,0.27606,6.74795,5.35523,5.96054,0.24319,6.45367,5.21281,5.97067,0.25008,6.70140,5.21326,5.96216,0.15462,6.36072,5.61721,3.63850,0.08477,3.92693,3.43924,22.96083,4.00626,40.41243,16.27849,-6.57611,1.43654,-3.42689,-11.42725,0.04325,0.02768,0.11315,-0.04532,1.34432,0.01682,1.39725,1.30207,3.91372,0.51801,5.67646,3.12344,-4.09721,0.53910,-3.22003,-6.20001
290,448.66748690605164,361200,-1763.13510,-3023.13734,-2.91542,0.01729,9.95098,438.69916,-3078.06346,-921.42642,-1034.44932,-1177.76358,-1521.42967,-2226.65762,-4.23645,0.10990,-3.94957,-4.50471,0.04864,0.00023,0.04907,0.04837,0.06327,0.00007,0.06344,0.06316,0.07757,0.00028,0.07811,0.07714,0.08202,0.00025,0.08241,0.08148,0.08731,0.00025,0.08758,0.08670,0.09412,0.00024,0.09440,0.09360,0.09071,0.35529,0.92066,-0.87693,342.74766,2.73864,348.56104,333.99161,4.39840,1.84197,12.76463,2.13925,3.40606,1.21818,12.36286,2.15901,5.73404,2.67007,18.48808,2.04916,3349.35448,1002.65699,6309.11523,767.63635,3218.59908,1094.03874,7547.04004,684.22357,-1.11612,0.01538,-1.07870,-1.15234,0.46240,0.00522,0.47854,0.44774,0.10408,0.18043,0.95053,-0.22541,-3.25501,0.07462,-3.08485,-3.49955,6.04529,0.18110,6.50409,5.55604,6.00764,0.24590,6.79615,5.14597,6.04982,0.24915,6.78619,5.31417,6.04281,0.22690,6.63509,5.52918,6.03451,0.23295,6.68990,5.46994,6.02842,0.24576,6.68757,5.41161,6.03475,0.13711,6.35988,5.66990,3.65066,0.09817,3.92260,3.39723,22.94919,3.79155,33.97349,16.33505,-6.41515,1.45565,-3.32450,-12.53016,0.05099,0.02566,0.10316,-0.03034,1.35096,0.01630,1.38482,1.30739,3.91062,0.43771,5.97850,3.10557,-4.16614,0.70281,-3.18944,-7.27060
291,445.6733787059784,362400,-1801.02767,-2756.49185,-0.82660,0.17297,10.17819,435.32217,-3111.08215,-927.23495,-1037.21182,-1141.39962,-1586.48067,-2202.95315,-4.23641,0.12732,-3.92191,-4.57879,0.04910,0.00010,0.04929,0.04896,0.06309,0.00012,0.06335,0.06291,0.07850,0.00023,0.07881,0.07809,0.08277,0.00015,0.08296,0.08241,0.08775,0.00017,0.08805,0.08744,0.09451,0.00013,0.09471,0.09417,0.01369,0.35986,0.98926,-0.74262,342.43580,3.50609,352.33368,333.13068,5.09014,3.70514,26.54807,2.27488,5.08043,2.98225,27.54680,2.42123,5.34424,2.38288,18.24706,1.95054,3841.14173,1727.36180,11991.56250,911.60693,3870.80715,1548.97759,10935.95020,738.51062,-1.11044,0.01685,-1.06989,-1.15598,0.45864,0.00565,0.47257,0.44619,0.10195,0.13643,0.74482,-0.14102,-3.17878,0.07274,-3.04095,-3.42693,5.98980,0.19644,6.56579,5.55137,5.98672,0.22304,6.65574,5.45028,6.04162,0.22763,6.66304,5.40846,6.01522,0.25884,6.66827,5.41588,5.99044,0.25805,6.64510,5.24112,6.01211,0.23019,6.61486,5.50567,6.00599,0.13984,6.37967,5.70363,3.63335,0.08776,3.90058,3.39196,22.22036,3.38582,31.04707,16.22602,-6.47357,1.43259,-3.88615,-10.53317,0.04032,0.03242,0.12116,-0.03338,1.35179,0.01695,1.39234,1.31452,3.89437,0.47299,7.36711,3.16280,-3.91910,0.48846,-3.10532,-5.75766
292,453.75762581825256,363600,-1531.28552,-2831.90902,-1.93383,0.01331,10.29518,443.44909,-3093.90635,-911.23353,-1019.33292,-1160.43070,-1555.17701,-2263.97517,-4.21660,0.11914,-3.96251,-4.56343,0.04859,0.00032,0.04904,0.04800,0.06326,0.00006,0.06337,0.06304,0.07861,0.00016,0.07888,0.07835,0.08273,0.00007,0.08284,0.08256,0.08735,0.00012,0.08762,0.08719,0.09453,0.00006,0.09466,0.09441,-0.03187,0.36423,1.08845,-0.90947,341.52192,3.03703,351.19669,334.70807,4.04075,1.63956,9.87468,2.21429,4.43023,2.25113,17.15608,2.13876,5.73267,3.34547,29.10383,2.25256,3568.31259,1489.71647,10494.76855,895.52435,3301.15209,1182.50123,7294.11621,742.28455,-1.11367,0.01553,-1.06836,-1.15395,0.45722,0.00604,0.47535,0.44162,0.10796,0.14747,0.63676,-0.18145,-3.13127,0.06939,-2.97632,-3.40866,5.93119,0.20478,6.62108,5.21307,6.01655,0.23092,6.74744,5.30434,5.96901,0.24508,6.57168,5.47199,5.99986,0.24478,6.84531,5.32948,6.01234,0.26989,6.68122,5.26987,6.00853,0.22033,6.60249,5.18719,5.98958,0.14153,6.43527,5.64955,3.64554,0.07696,3.83869,3.41452,22.58092,3.47631,34.49441,16.54403,-6.25783,1.51558,-3.23836,-10.14848,0.04698,0.02911,0.12411,-0.03090,1.34719,0.01652,1.39849,1.31148,3.97867,0.42827,5.95970,3.17700,-4.03488,0.51878,-3.23336,-6.35264
293,451.48472356796265,364800,-1786.55202,-2801.74557,-1.23043,0.11967,10.06340,441.30161,-3234.93404,-928.38802,-1006.18807,-1198.43539,-1670.85924,-2397.16974,-4.22216,0.11606,-3.94493,-4.51288,0.04809,0.00008,0.04821,0.04794,0.06324,0.00012,0.06340,0.06308,0.07808,0.00009,0.07834,0.07797,0.08243,0.00019,0.08273,0.08218,0.08753,0.00010,0.08769,0.08733,0.09482,0.00012,0.09506,0.09458,0.00560,0.30561,0.80635,-0.79128,341.41216,2.84293,348.35318,333.97812,4.03533,1.52205,9.80175,2.33594,4.18010,2.27715,14.43707,2.24161,5.81021,2.63245,24.51717,2.32002,3244.06638,1044.51019,6063.46094,1147.03516,4097.10013,2069.32865,12583.09766,665.74097,-1.11169,0.01029,-1.08099,-1.13813,0.45545,0.00501,0.46855,0.44195,0.06056,0.14589,0.62079,-0.16459,-3.15114,0.08922,-2.97326,-3.74252,6.01362,0.20017,6.48272,5.44469,5.99933,0.22145,6.62945,5.45713,5.99007,0.23148,6.65782,5.38462,5.98130,0.23540,6.54139,5.38441,6.01026,0.21791,6.59702,5.42028,6.01730,0.24710,7.14242,5.40936,6.00198,0.11810,6.31987,5.68723,3.67381,0.08390,3.89915,3.47649,22.43634,3.42240,34.21451,16.67885,-6.39442,1.31649,-3.64444,-13.24440,0.05166,0.02836,0.11667,-0.00780,1.35124,0.01467,1.40222,1.31176,4.00859,0.53297,6.46264,3.23700,-4.02173,0.48981,-3.31188,-5.83967
294,457.94683170318604,366000,-1564.41003,-2884.96877,-1.11943,0.13581,10.11424,447.69672,-3160.38637,-922.48661,-1043.23335,-1182.62276,-1519.38619,-2285.80375,-4.20353,0.10862,-3.94836,-4.46577,0.04811,0.00023,0.04856,0.04778,0.06323,0.00016,0.06348,0.06301,0.07804,0.00015,0.07834,0.07782,0.08236,0.00013,0.08261,0.08220,0.08775,0.00020,0.08802,0.08746,0.09577,0.00033,0.09614,0.09506,0.04560,0.33535,0.98902,-0.75418,340.44178,2.79599,346.39355,332.01361,3.90198,1.75707,13.18589,2.21516,4.24701,2.05438,16.32794,2.27541,5.99398,2.57267,19.20314,2.37382,3351.58058,1088.24242,7942.36523,831.92413,3444.23638,1413.20889,8455.94531,667.24841,-1.11367,0.01637,-1.06484,-1.14843,0.45766,0.00479,0.47002,0.44533,0.04890,0.13017,0.48728,-0.21552,-3.16246,0.07789,-3.00274,-3.40863,6.03504,0.20654,6.50270,5.36670,5.99948,0.23794,6.79722,5.44325,6.01773,0.22576,6.73315,5.52121,6.01081,0.24191,6.54390,5.40611,6.00912,0.23305,6.64803,5.34561,6.03155,0.22136,6.62222,5.47572,6.01729,0.12831,6.38195,5.71445,3.66345,0.07921,3.86441,3.41849,22.06344,3.26548,32.18875,17.09151,-6.46604,1.72838,-3.38997,-18.26941,0.05029,0.02503,0.11765,-0.01467,1.35106,0.01682,1.40550,1.31309,4.01506,0.50933,6.04818,3.24644,-3.94022,0.43672,-3.15147,-5.95850
