EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,backward_eval_rewards,forward_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
191,4.494207859039307,84800,-317.55020,-64.38230,-1.45844,0.00170,2.46232,2.03014,756.48659,-1115.84482,-0.22961,0.02359,-0.15620,-0.29494,0.03056,0.00009,0.03079,0.03042,0.03246,0.00014,0.03274,0.03233,0.02099,0.46825,1.47319,-1.30268,-22.72866,0.13609,-22.40036,-23.13902,1.06765,0.07402,1.25717,0.84179,1.19152,0.06901,1.41798,0.99519,3.17892,0.09833,3.45582,2.84727,26.53687,4.45453,46.15482,18.61906,29.99117,4.59170,47.21197,22.24111,-1.72478,0.02289,-1.66760,-1.78736,0.52719,0.01131,0.55399,0.49251,0.34293,0.19024,1.19517,-0.12287,-3.42905,0.10645,-3.17570,-3.78957,5.98183,0.15033,6.47152,5.49721,6.03068,0.16573,6.50602,5.63082,6.00626,0.13545,6.42633,5.62467,3.26003,0.07353,3.44582,3.03627,20.12501,2.60431,31.60587,15.51176,-5.20173,1.31896,-2.54603,-9.55232,0.00155,0.01819,0.04813,-0.04333,0.95526,0.01423,0.99637,0.91925,4.64450,0.53561,6.26219,3.67162,-4.59079,0.53334,-3.64959,-6.38738
192,5.145837783813477,85200,-331.29092,-17.16755,-1.20931,0.00160,2.66461,2.47958,200.89820,-958.73668,-0.22423,0.02444,-0.16132,-0.29734,0.03061,0.00004,0.03066,0.03053,0.03291,0.00013,0.03308,0.03268,0.05437,0.42267,1.28568,-1.03761,-22.71575,0.14704,-22.38459,-23.10667,1.06328,0.06509,1.27094,0.90848,1.18784,0.08357,1.48622,0.98978,3.17207,0.10024,3.48448,2.91907,26.68309,4.53321,45.61776,19.25794,30.27979,5.10003,47.45259,21.18051,-1.72388,0.02261,-1.67663,-1.77940,0.52700,0.01084,0.55587,0.49724,0.36031,0.23499,1.18469,-0.04735,-3.41710,0.09331,-3.19781,-3.73979,5.99680,0.14979,6.44831,5.59510,6.03509,0.14892,6.39253,5.62163,6.01594,0.12249,6.37221,5.70004,3.23292,0.07644,3.40696,3.06112,19.88895,2.34386,29.30506,15.67542,-5.23263,1.55467,-2.79814,-11.57352,0.00117,0.01757,0.04624,-0.04794,0.95586,0.01369,0.99699,0.91092,4.67367,0.60401,6.58773,3.62603,-4.57733,0.52858,-3.66161,-6.91242
193,5.560529947280884,85600,-327.85987,20.16245,-0.87280,0.00164,2.60426,2.95457,755.41681,-1306.62865,-0.22658,0.02261,-0.14788,-0.28389,0.03047,0.00004,0.03057,0.03039,0.03312,0.00006,0.03324,0.03303,0.05244,0.45361,1.28509,-0.80861,-22.72526,0.15569,-22.38308,-23.09074,1.05744,0.06343,1.30629,0.91614,1.18520,0.07949,1.48780,0.98786,3.20370,0.10184,3.49391,2.94144,25.76036,3.50377,37.63407,19.75482,29.06436,5.19554,53.10289,21.50522,-1.72897,0.02444,-1.65650,-1.78808,0.52893,0.01136,0.55819,0.49635,0.34709,0.23105,1.05564,-0.06928,-3.43939,0.10543,-3.20581,-3.73101,6.01195,0.16001,6.42679,5.57230,6.01853,0.16153,6.44863,5.58885,6.01524,0.13152,6.37343,5.76543,3.23790,0.08230,3.49004,3.04402,19.74040,2.39541,29.12533,15.60725,-5.33176,1.56834,-2.45418,-12.37009,0.00604,0.01697,0.04337,-0.03742,0.95264,0.01463,1.00167,0.91817,4.70591,0.59185,6.78743,3.67219,-4.52609,0.53424,-3.58008,-6.68769
194,3.874648332595825,86000,-308.04075,29.91360,0.84155,0.00173,2.66506,1.20780,626.50306,-1257.02119,-0.22587,0.02313,-0.16082,-0.27926,0.03057,0.00007,0.03068,0.03047,0.03328,0.00005,0.03338,0.03315,-0.01311,0.54446,1.47303,-1.53995,-22.71197,0.15499,-22.37979,-23.08842,1.06434,0.06733,1.27617,0.86543,1.19123,0.07547,1.41354,0.95330,3.20674,0.10841,3.50710,2.95165,26.03361,3.55434,40.46501,19.15218,29.03589,4.39285,48.18361,19.90622,-1.71840,0.02707,-1.64135,-1.79230,0.53043,0.00996,0.55865,0.50703,0.36620,0.22123,0.95966,-0.04691,-3.39127,0.08674,-3.14562,-3.71487,5.98776,0.17394,6.42276,5.47466,6.00479,0.19411,6.47454,5.50435,5.99628,0.15821,6.42772,5.55362,3.25984,0.07923,3.45679,3.04687,20.04555,2.55613,32.40596,15.71655,-5.48215,1.62646,-2.47442,-12.40157,0.00251,0.01966,0.05906,-0.04524,0.95887,0.01279,0.99608,0.92241,4.76260,0.54015,6.46319,3.58384,-4.54946,0.47573,-3.64588,-6.49002
195,7.076237440109253,86400,-248.19656,-68.68634,0.97670,0.00168,2.76828,4.30623,830.57181,-1013.61076,-0.22262,0.02276,-0.15866,-0.29160,0.03050,0.00004,0.03058,0.03042,0.03331,0.00004,0.03340,0.03325,-0.03205,0.58166,1.49330,-1.61245,-22.68243,0.13564,-22.31436,-23.00794,1.07046,0.07524,1.27906,0.90399,1.18102,0.07167,1.46133,1.02882,3.20789,0.10922,3.47551,2.93241,27.07593,4.34087,40.14472,18.98264,27.88216,4.46558,53.18256,21.17360,-1.71489,0.02551,-1.65222,-1.78272,0.52731,0.01169,0.56007,0.49584,0.36272,0.23576,1.06540,-0.04487,-3.38689,0.09332,-3.11485,-3.69756,5.99460,0.18943,6.52764,5.46898,5.98665,0.19743,6.48602,5.54059,5.99062,0.16886,6.43219,5.53237,3.26107,0.07440,3.54931,3.05993,20.22344,2.67475,32.16047,15.55790,-5.53355,1.45952,-2.89989,-10.44870,0.00389,0.02167,0.05203,-0.05525,0.96066,0.01257,1.00336,0.92813,4.90686,0.63009,6.49857,3.56633,-4.65893,0.60853,-3.54089,-6.64988
196,3.810429811477661,86800,-282.25658,-231.11587,-1.71424,0.00165,2.65048,1.15825,520.83160,-1220.78998,-0.22093,0.02331,-0.14410,-0.27760,0.03047,0.00010,0.03078,0.03035,0.03339,0.00011,0.03368,0.03324,0.13529,0.60011,1.87099,-1.34078,-22.70293,0.14891,-22.33332,-23.15850,1.08322,0.06685,1.30156,0.91667,1.19769,0.08120,1.45828,1.02202,3.19310,0.10376,3.45764,2.94574,25.72634,3.16948,36.21919,19.62143,28.40407,4.28533,43.86089,21.09078,-1.72203,0.02763,-1.63663,-1.79945,0.53555,0.01053,0.56510,0.50810,0.35302,0.22445,1.02591,-0.09306,-3.43412,0.09191,-3.21718,-3.65148,6.03360,0.20100,6.60699,5.58697,6.04509,0.18589,6.53303,5.56570,6.03934,0.17409,6.54253,5.61111,3.27032,0.07501,3.46522,3.10693,19.80051,2.56040,33.00093,15.35345,-5.26566,1.53694,-2.39224,-11.25505,0.00319,0.01780,0.05341,-0.03898,0.96181,0.01435,0.99820,0.92624,4.76244,0.58753,6.39743,3.66731,-4.53624,0.51503,-3.61278,-6.42791
197,4.500396728515625,87200,-235.58275,35.25758,0.75187,0.00165,2.71457,1.78412,782.63541,-1073.73563,-0.22413,0.02380,-0.16438,-0.30454,0.03081,0.00006,0.03090,0.03070,0.03345,0.00020,0.03372,0.03316,-0.08048,0.42950,0.95495,-1.39864,-22.66693,0.15038,-22.30510,-23.02080,1.10425,0.08089,1.36260,0.93846,1.21507,0.07665,1.42467,0.99663,3.22306,0.10452,3.53253,2.98992,26.03400,3.39478,41.17897,19.22921,28.87973,4.44607,46.25312,21.65818,-1.71325,0.02290,-1.64322,-1.77058,0.53784,0.01284,0.57632,0.50031,0.34788,0.22655,1.04127,-0.00700,-3.41133,0.10300,-3.17475,-3.66281,5.99822,0.14088,6.33901,5.56849,5.95440,0.17010,6.43263,5.44566,5.97631,0.12508,6.27651,5.59177,3.27669,0.07608,3.43484,3.05894,19.90380,2.63481,30.17733,15.47707,-5.46914,1.43985,-2.78453,-11.16920,0.00455,0.01746,0.04451,-0.04087,0.96017,0.01335,1.00013,0.91965,4.74992,0.58109,6.66767,3.59927,-4.69026,0.58384,-3.34759,-6.62697
198,5.509881973266602,87600,-199.56889,-170.14640,0.84076,0.00203,2.82790,2.67991,933.70321,-1124.77644,-0.22110,0.02403,-0.15505,-0.28543,0.03068,0.00004,0.03078,0.03061,0.03308,0.00004,0.03320,0.03302,-0.00998,0.47415,1.37381,-1.53826,-22.68075,0.15397,-22.34475,-23.14293,1.10233,0.07156,1.33889,0.86910,1.21974,0.08050,1.45966,0.99601,3.24510,0.11576,3.65207,2.89193,27.02362,4.45941,49.76080,20.66478,29.62817,4.51850,45.14078,20.84439,-1.71744,0.02410,-1.64051,-1.78044,0.52640,0.00932,0.55344,0.50201,0.30069,0.19339,0.78260,-0.07575,-3.36740,0.09143,-3.15308,-3.67672,5.99952,0.16471,6.41083,5.56674,5.99459,0.17027,6.49375,5.48910,5.99705,0.13762,6.39836,5.55265,3.24414,0.07904,3.43067,2.99229,19.80116,2.57202,32.44170,15.61211,-5.29674,1.35081,-2.33581,-10.43296,0.00018,0.02059,0.04920,-0.05214,0.95951,0.01434,0.99450,0.91784,4.74765,0.63013,6.98698,3.77813,-4.62972,0.56019,-3.63348,-6.69172
199,6.243731737136841,88000,-128.81734,-15.36722,-1.64676,0.00159,2.41663,3.81705,861.87726,-784.87990,-0.22318,0.02527,-0.13500,-0.28436,0.03079,0.00010,0.03110,0.03066,0.03321,0.00010,0.03346,0.03307,0.10797,0.49720,1.36674,-0.97722,-22.67358,0.15424,-22.28957,-23.10016,1.10928,0.07648,1.40556,0.92641,1.23377,0.08867,1.56800,1.05653,3.26784,0.10661,3.58083,2.98554,26.77343,4.21634,48.71835,19.88316,30.80134,5.58194,48.23575,22.61482,-1.72252,0.02272,-1.66834,-1.77624,0.53443,0.00953,0.56435,0.50876,0.31175,0.20642,0.91157,-0.07698,-3.41056,0.09611,-3.18412,-3.66605,6.03111,0.16988,6.42917,5.63608,6.03164,0.16761,6.42837,5.62099,6.03138,0.14443,6.39650,5.71564,3.27480,0.07283,3.51714,3.10542,19.66163,2.44355,29.61194,15.73254,-5.37083,1.51160,-2.50288,-14.32361,-0.00349,0.02272,0.04874,-0.07755,0.95982,0.01379,0.99519,0.91459,4.73955,0.55569,6.22177,3.70547,-4.64893,0.56784,-3.50538,-6.72113
200,3.0846731662750244,88400,-113.13596,-128.21906,-1.42092,0.00168,2.55955,0.52339,792.53517,-818.76035,-0.21973,0.02362,-0.15834,-0.28923,0.03124,0.00009,0.03137,0.03109,0.03345,0.00004,0.03351,0.03337,0.03830,0.47567,1.22104,-1.23223,-22.65310,0.15220,-22.16999,-23.05134,1.10320,0.07499,1.38963,0.90824,1.22951,0.08044,1.50152,1.05964,3.25727,0.09752,3.58617,3.00237,26.10264,3.79175,45.70746,18.53187,29.65931,4.80404,46.59201,22.09748,-1.72350,0.02453,-1.64436,-1.78080,0.53455,0.01122,0.56769,0.50554,0.30452,0.21426,1.02353,-0.11673,-3.40765,0.08937,-3.15634,-3.67450,6.02116,0.16300,6.42820,5.58458,6.00093,0.16941,6.35819,5.51457,6.01105,0.13861,6.35563,5.64061,3.27385,0.07212,3.45130,3.08537,19.85888,2.42006,30.51298,15.03925,-5.44649,1.42486,-2.63394,-9.73395,0.00214,0.01603,0.04342,-0.04312,0.95695,0.01253,0.99229,0.91820,4.70792,0.52344,6.26478,3.60157,-4.65998,0.53576,-3.64252,-6.58281
201,7.047476768493652,88800,-110.15703,110.58259,-0.34816,0.00161,2.74778,4.29801,676.10786,-1346.27691,-0.22290,0.02335,-0.16717,-0.29272,0.03134,0.00008,0.03144,0.03111,0.03349,0.00010,0.03363,0.03325,-0.08877,0.44874,1.16938,-1.41227,-22.63655,0.15542,-22.11595,-23.06364,1.10239,0.07427,1.32821,0.90016,1.22902,0.08639,1.42562,1.04789,3.27897,0.11901,3.67109,3.00778,26.53974,3.69767,37.75377,20.06728,29.75104,5.07457,51.02074,21.97772,-1.71651,0.02207,-1.63283,-1.77580,0.53935,0.01154,0.57208,0.51262,0.34874,0.21179,1.14110,-0.09207,-3.40103,0.10416,-3.16122,-3.72510,5.97472,0.15069,6.32671,5.46771,5.97352,0.15974,6.45404,5.54827,5.97412,0.13088,6.34227,5.58936,3.28508,0.07434,3.50672,3.09084,19.52736,2.27501,27.48953,15.76959,-5.51537,1.61947,-2.48878,-13.00435,-0.00177,0.02135,0.05593,-0.06256,0.95668,0.01393,0.99454,0.92055,4.66446,0.56195,6.56679,3.60717,-4.68549,0.57550,-3.67280,-7.15333
202,4.48848295211792,89200,-113.51473,-75.68035,-1.49545,0.00168,2.75909,1.72765,620.08167,-944.75890,-0.22006,0.02325,-0.16592,-0.27767,0.03121,0.00005,0.03129,0.03110,0.03340,0.00010,0.03364,0.03325,0.08804,0.50023,1.16614,-1.38024,-22.63526,0.15653,-22.18596,-23.04109,1.12339,0.08390,1.40872,0.91627,1.22642,0.07989,1.48232,0.99663,3.27692,0.10638,3.57214,3.00962,26.81221,3.94862,39.67267,19.76071,29.82305,4.44370,49.80463,22.12506,-1.72468,0.02458,-1.66717,-1.78856,0.53861,0.01004,0.56613,0.50252,0.32246,0.20777,1.19870,-0.03758,-3.43477,0.09343,-3.19106,-3.64759,6.01530,0.17033,6.39578,5.51727,6.03615,0.17196,6.36728,5.61400,6.02573,0.14572,6.33980,5.59800,3.28874,0.07577,3.49636,3.07459,19.89276,2.34702,30.54644,15.65063,-5.30314,1.34594,-3.07306,-10.32982,-0.00112,0.01846,0.06167,-0.05041,0.95879,0.01278,0.99191,0.92075,4.81377,0.59612,6.66763,3.58125,-4.71202,0.54020,-3.67065,-6.24931
203,4.67260479927063,89600,-122.46888,-98.46746,-0.89142,0.00169,2.88662,1.78425,690.98408,-971.59878,-0.22137,0.02421,-0.16108,-0.28445,0.03130,0.00005,0.03139,0.03122,0.03362,0.00004,0.03367,0.03353,0.02591,0.44784,1.20110,-1.10085,-22.62817,0.16401,-22.19265,-23.14779,1.15269,0.07924,1.43116,0.98430,1.24106,0.08143,1.47092,1.06575,3.27754,0.10046,3.58997,3.02795,28.13615,5.21272,54.61696,21.28669,31.40479,5.74500,49.28439,22.14172,-1.71951,0.02223,-1.66775,-1.78804,0.53798,0.01078,0.56824,0.51442,0.32994,0.20636,1.02028,-0.03258,-3.40645,0.09598,-3.19010,-3.64421,6.00884,0.15686,6.46699,5.58296,6.00621,0.15794,6.48327,5.62404,6.00753,0.13062,6.35085,5.67938,3.29116,0.08084,3.48562,3.05206,19.82744,2.23407,28.97024,15.20302,-5.58027,1.46264,-2.92664,-10.49778,-0.00021,0.01922,0.05294,-0.05745,0.95974,0.01327,0.99114,0.92621,4.75877,0.59169,6.78878,3.54090,-4.61623,0.49536,-3.71700,-6.68712
204,7.19912314414978,90000,-199.31500,-13.96590,-1.46079,0.04195,2.95118,4.20594,418.33916,-1109.80296,-0.22221,0.02337,-0.14855,-0.30312,0.03121,0.00004,0.03132,0.03114,0.03367,0.00008,0.03382,0.03356,0.01729,0.57678,1.82399,-1.32081,-22.61353,0.14658,-22.26621,-23.01324,1.11551,0.07418,1.33459,0.94241,1.21315,0.07505,1.42150,1.04367,3.28598,0.10831,3.57275,3.03790,26.95464,4.01801,42.67406,20.03663,28.25268,3.75354,43.29916,21.34956,-1.72387,0.02678,-1.65790,-1.79518,0.53866,0.00983,0.55977,0.50921,0.31948,0.20687,1.17536,-0.06440,-3.38731,0.08883,-3.12230,-3.63708,5.99391,0.17670,6.56735,5.53191,6.01638,0.19759,6.52064,5.58206,6.00515,0.16833,6.53150,5.61453,3.30079,0.08403,3.51979,3.11126,19.82562,2.44928,27.33692,15.20787,-5.43586,1.41493,-2.71694,-10.00087,-0.00455,0.02009,0.04524,-0.05402,0.95532,0.01520,0.98830,0.91242,4.73503,0.60204,6.86177,3.60245,-4.59975,0.48625,-3.56820,-7.13319
205,3.6693317890167236,90400,-220.41434,-173.95145,-0.20323,0.00166,2.78031,0.88730,905.31297,-1142.53159,-0.21883,0.02356,-0.16212,-0.28392,0.03130,0.00006,0.03140,0.03117,0.03396,0.00009,0.03411,0.03378,0.04678,0.53063,1.38653,-1.89798,-22.61040,0.16575,-22.06541,-23.01901,1.15844,0.08424,1.46958,0.95574,1.23695,0.08784,1.59262,1.03920,3.29789,0.09718,3.52384,3.05383,27.90029,4.54298,45.14079,21.40729,31.10061,6.40359,58.70689,21.42905,-1.72645,0.02468,-1.64895,-1.78667,0.54249,0.01055,0.57616,0.52042,0.32515,0.20112,0.95359,-0.03723,-3.39982,0.09995,-3.10377,-3.72638,6.00831,0.17728,6.50330,5.44466,6.01912,0.18254,6.51286,5.43595,6.01372,0.15499,6.40388,5.44607,3.29972,0.07458,3.46275,3.04404,20.08384,2.58900,29.69526,15.07790,-5.67310,1.56801,-3.13166,-13.26655,-0.00117,0.01663,0.03825,-0.03967,0.95511,0.01260,0.98715,0.92492,4.75503,0.57576,6.95697,3.65685,-4.68377,0.49264,-3.68398,-6.17889
206,2.7521965503692627,90800,-182.96566,-97.27551,1.03907,0.00168,2.73951,0.01097,687.87874,-983.56101,-0.22498,0.02247,-0.15971,-0.27208,0.03120,0.00014,0.03138,0.03097,0.03411,0.00006,0.03422,0.03397,-0.04625,0.51256,1.62963,-1.60767,-22.60315,0.17601,-22.18847,-23.20582,1.16556,0.07622,1.42121,0.97641,1.25828,0.08665,1.52927,1.03236,3.28728,0.10831,3.69736,3.04430,27.24150,4.44671,54.52819,19.69875,29.73547,4.57245,46.92194,19.96750,-1.71965,0.02389,-1.65649,-1.77938,0.54295,0.01242,0.57720,0.50752,0.28630,0.19771,0.92813,-0.10412,-3.38443,0.10067,-3.14548,-3.78999,5.97401,0.17864,6.50933,5.48164,5.99923,0.17784,6.49753,5.48285,5.98662,0.14974,6.47578,5.52999,3.30420,0.07864,3.56285,3.13090,19.81566,2.30857,29.44827,15.92266,-5.70779,1.48632,-2.98047,-12.71954,0.00084,0.01628,0.04777,-0.03918,0.95639,0.01275,0.98625,0.92283,4.70801,0.58056,6.69053,3.59401,-4.64704,0.53542,-3.46641,-6.24737
207,5.078326463699341,91200,-220.20683,-122.45553,-0.88617,0.00157,2.85597,2.22073,581.12501,-1278.21397,-0.22371,0.02474,-0.14675,-0.30891,0.03092,0.00005,0.03106,0.03083,0.03411,0.00006,0.03423,0.03399,-0.02249,0.46207,1.28371,-1.31071,-22.59417,0.17226,-22.12978,-23.02601,1.13371,0.07700,1.37244,0.92818,1.22659,0.07850,1.44278,1.01429,3.30056,0.11042,3.68396,3.06150,26.54060,4.27636,44.35135,19.58446,29.34968,4.14180,44.09122,21.31053,-1.73048,0.02174,-1.67161,-1.78076,0.54078,0.01130,0.57418,0.51164,0.28819,0.21074,1.08209,-0.06946,-3.38371,0.09749,-3.19138,-3.63633,5.98167,0.15612,6.37576,5.55521,6.00551,0.16623,6.44135,5.55849,5.99359,0.13491,6.37533,5.61767,3.28630,0.07275,3.55861,3.13230,19.74205,2.34495,27.33701,15.33321,-5.50243,1.46302,-2.61619,-11.26845,-0.00519,0.01792,0.04623,-0.05084,0.94793,0.01372,0.99173,0.91495,4.68817,0.55052,6.67814,3.75949,-4.61981,0.52626,-3.63337,-6.80291
208,5.9751763343811035,91600,-245.30761,-43.10962,-0.93408,0.00182,2.30627,3.66701,496.03765,-1027.66012,-0.22232,0.02139,-0.16451,-0.26812,0.03075,0.00009,0.03093,0.03059,0.03394,0.00015,0.03422,0.03377,-0.07221,0.53639,1.09844,-1.37574,-22.59497,0.16093,-22.14396,-22.97587,1.15328,0.08003,1.41954,0.94513,1.24027,0.08013,1.46775,1.04642,3.29547,0.10371,3.62208,3.00403,27.03123,4.11525,42.93061,19.57739,28.75807,3.83926,39.66246,22.55846,-1.73034,0.02461,-1.66506,-1.79461,0.54330,0.01210,0.58396,0.51747,0.26959,0.20927,1.03518,-0.10124,-3.41682,0.09682,-3.16910,-3.67557,5.98923,0.18599,6.52920,5.55535,5.96831,0.17278,6.37231,5.47099,5.97877,0.15615,6.31844,5.59913,3.30460,0.07767,3.54028,3.11607,19.66617,2.09814,28.35584,15.54669,-5.67019,1.41675,-2.95014,-10.89074,-0.00318,0.02170,0.06371,-0.05533,0.94635,0.01262,0.98098,0.91044,4.74335,0.59256,6.48208,3.66681,-4.64545,0.46174,-3.82300,-6.19466
209,4.885135173797607,92000,-176.19919,-82.00251,-1.64443,0.00193,2.59209,2.29105,964.13545,-964.51499,-0.22262,0.02232,-0.16390,-0.27458,0.03094,0.00017,0.03122,0.03075,0.03382,0.00007,0.03394,0.03372,0.07146,0.39065,1.01853,-0.93492,-22.57634,0.17107,-22.08954,-23.07278,1.14734,0.07479,1.37777,0.97110,1.24537,0.07488,1.45632,1.07593,3.29488,0.08987,3.52684,3.00598,26.01485,3.05367,40.20695,20.19683,29.37271,4.24420,41.83278,21.14379,-1.74091,0.02006,-1.69852,-1.78899,0.53984,0.00966,0.57027,0.51197,0.29762,0.22370,0.99204,-0.09626,-3.39666,0.08053,-3.16408,-3.64413,6.03992,0.14646,6.43167,5.48827,6.00121,0.14528,6.33144,5.64152,6.02056,0.11383,6.29566,5.73105,3.29427,0.08356,3.61348,3.13585,19.71230,2.20807,26.35094,15.85004,-5.73928,1.45472,-2.46795,-12.94824,-0.00402,0.02060,0.06259,-0.05449,0.94436,0.01314,0.97896,0.91428,4.70444,0.59935,6.88503,3.62877,-4.65414,0.55078,-3.55066,-6.57773
210,4.3656134605407715,92400,-189.96951,-147.96864,0.32608,0.00166,2.35625,2.00767,689.47027,-1064.39217,-0.22452,0.02464,-0.15046,-0.30006,0.03122,0.00007,0.03132,0.03106,0.03375,0.00011,0.03388,0.03354,-0.04440,0.47347,1.17677,-1.40785,-22.55726,0.19317,-22.07147,-23.02781,1.16125,0.08194,1.47743,0.99683,1.28037,0.13507,1.85816,1.02341,3.30922,0.10791,3.68153,3.06503,27.35665,4.43997,44.13094,20.20301,32.64008,11.18349,89.92857,21.83081,-1.74077,0.02142,-1.68293,-1.80608,0.54390,0.01005,0.56906,0.51615,0.27770,0.21783,1.17288,-0.10780,-3.41211,0.09620,-3.15004,-3.81154,5.99393,0.16909,6.35542,5.47084,5.97997,0.15785,6.44189,5.53620,5.98695,0.13803,6.34295,5.58904,3.29624,0.08092,3.53084,3.11847,19.47516,2.48558,29.83101,15.45092,-5.64135,1.58705,-2.50763,-13.40516,-0.00779,0.01663,0.03815,-0.05464,0.93927,0.01324,0.96762,0.89813,4.65455,0.56796,6.49932,3.48104,-4.57735,0.50727,-3.54368,-6.56304
211,9.155279636383057,92800,-189.83253,-131.88205,-1.28095,0.00164,2.87691,6.27668,939.13969,-1233.45218,-0.22307,0.02480,-0.16437,-0.29663,0.03087,0.00014,0.03112,0.03068,0.03338,0.00009,0.03356,0.03323,-0.06736,0.57943,1.41476,-1.83736,-22.52829,0.16806,-22.09907,-22.97818,1.16109,0.08013,1.44265,0.96235,1.26609,0.08581,1.51257,1.02148,3.29979,0.10929,3.58010,3.05225,27.06815,4.01702,41.71091,19.52801,29.20278,4.09274,44.15019,21.84967,-1.73861,0.02740,-1.66490,-1.81274,0.54692,0.01067,0.58254,0.52016,0.32177,0.22837,1.13858,-0.05176,-3.40800,0.09414,-3.21279,-3.73003,5.96951,0.19296,6.43774,5.48114,5.99146,0.19769,6.57489,5.33681,5.98049,0.16851,6.41302,5.46531,3.29693,0.07488,3.53718,3.11282,19.62174,2.29405,30.05095,15.72349,-5.69917,1.50982,-3.22788,-11.37634,-0.00705,0.02385,0.04908,-0.07462,0.94016,0.01316,0.97989,0.91039,4.66883,0.56296,6.45926,3.63828,-4.72399,0.62579,-3.68626,-7.17662
212,5.133401393890381,93200,-189.68809,-197.22746,-1.46989,0.00165,2.52629,2.60539,564.21331,-1259.85782,-0.22245,0.02479,-0.15841,-0.28571,0.03039,0.00017,0.03077,0.03020,0.03316,0.00011,0.03347,0.03305,-0.10799,0.49766,1.10575,-1.60257,-22.52289,0.16506,-21.97715,-22.90385,1.16097,0.07926,1.41782,0.99293,1.25172,0.08422,1.48765,1.01976,3.29729,0.10947,3.63159,3.04634,26.72643,3.77461,39.82123,20.86726,29.39104,4.75034,51.18467,20.61542,-1.74417,0.02400,-1.68447,-1.81803,0.53948,0.00989,0.56711,0.51429,0.28091,0.21846,1.02673,-0.11785,-3.38000,0.09318,-3.14334,-3.68226,5.95670,0.17055,6.36863,5.31765,5.98083,0.16997,6.46229,5.47861,5.96877,0.14431,6.32073,5.53674,3.26576,0.07607,3.48828,3.01753,19.57021,2.23890,28.81447,15.79691,-5.57356,1.30800,-2.38171,-11.00615,-0.01132,0.01997,0.04132,-0.06028,0.93376,0.01318,0.96562,0.89686,4.63398,0.49719,5.85657,3.70758,-4.61082,0.50720,-3.67479,-6.00729
213,2.3419766426086426,93600,-156.29854,-78.51713,-1.52979,0.00213,2.33881,0.00098,869.30510,-1067.03204,-0.22446,0.02435,-0.16238,-0.32550,0.03039,0.00005,0.03047,0.03031,0.03334,0.00006,0.03343,0.03320,0.02965,0.49649,1.48154,-1.34964,-22.51273,0.16454,-22.09466,-22.96560,1.16198,0.07519,1.38236,0.93232,1.26867,0.09153,1.49254,1.05451,3.29730,0.09883,3.64076,3.02155,26.83081,3.90352,41.24116,19.81161,29.92229,4.80836,50.98940,21.69817,-1.75215,0.02472,-1.69203,-1.81753,0.54068,0.01091,0.57418,0.51543,0.29428,0.21116,1.12158,-0.07773,-3.37892,0.09172,-3.16865,-3.59756,6.00424,0.16738,6.48170,5.52349,6.01304,0.17063,6.50871,5.50022,6.00864,0.14404,6.42936,5.60822,3.25931,0.07805,3.48432,3.04676,19.60996,2.19052,27.01378,14.46365,-5.53371,1.52459,-3.04434,-13.27662,-0.01256,0.01842,0.03103,-0.05988,0.93340,0.01279,0.96827,0.89962,4.65634,0.52673,6.60220,3.60150,-4.67480,0.55735,-3.70422,-6.74858
