EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_10_eval_rewards,forward_5_eval_rewards,forward_6_eval_rewards,forward_7_eval_rewards,forward_8_eval_rewards,forward_9_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
159,468.27701807022095,204000,-2179.91670,-3047.69164,-3.24368,0.01456,10.36278,457.89961,-4294.98508,-906.53923,-992.11683,-1429.33221,-2137.13883,-3142.64530,-5.02898,0.11423,-4.58956,-5.35035,0.05100,0.00022,0.05155,0.05072,0.07173,0.00022,0.07211,0.07143,0.08012,0.00023,0.08055,0.07986,0.08028,0.00016,0.08049,0.07999,0.08791,0.00026,0.08836,0.08757,0.08683,0.00018,0.08705,0.08650,-0.04518,0.48794,1.13555,-1.58440,368.45748,3.68374,379.85941,355.78882,8.75569,2.34614,17.62281,5.73194,9.96374,6.27802,66.91666,5.81619,8.98513,4.37765,24.81791,3.46318,4380.66632,1808.78786,11777.32715,1042.01611,4359.04058,1814.48478,15524.35254,1275.58862,-1.11601,0.01575,-1.07108,-1.15798,0.48987,0.00507,0.50584,0.47555,0.20886,0.11811,0.76929,0.00908,-3.09713,0.10386,-2.83104,-3.46748,5.97284,0.22958,6.54852,5.49841,5.97867,0.24109,6.59589,5.40799,5.96890,0.25804,6.62127,5.24198,6.00942,0.27906,6.84974,5.19147,5.96715,0.26656,6.77215,5.30349,5.99983,0.26706,6.55334,5.29884,5.98280,0.18951,6.44479,5.38271,3.53610,0.09868,3.77461,3.23277,22.61363,3.34251,37.19746,15.74669,-7.03101,1.35199,-4.22626,-11.69264,-0.12023,0.03216,-0.03179,-0.19972,1.34163,0.02019,1.39885,1.29395,4.04430,0.42475,5.30802,3.32869,-3.97324,0.35392,-3.30969,-5.70702
160,458.1728768348694,205200,-2139.49083,-3058.07139,-0.86685,0.06363,10.08539,447.91893,-3711.56561,-968.07585,-1068.48925,-1288.94194,-1780.96061,-2717.79559,-5.00930,0.12731,-4.70115,-5.46032,0.05105,0.00009,0.05124,0.05092,0.07166,0.00022,0.07201,0.07133,0.08010,0.00018,0.08040,0.07978,0.08092,0.00024,0.08125,0.08050,0.08763,0.00006,0.08775,0.08751,0.08719,0.00022,0.08755,0.08681,0.03402,0.43970,1.22122,-1.21972,367.62317,4.28856,381.03738,357.96838,7.87763,1.85122,20.03470,5.57354,8.93877,2.95712,23.30057,5.35797,8.55797,3.41477,26.15994,2.69277,4117.53509,1392.76261,8175.61084,1215.68567,4356.49744,1710.36215,14014.96973,786.70886,-1.11673,0.01853,-1.06568,-1.15969,0.48945,0.00704,0.50723,0.47305,0.21450,0.08813,0.55364,0.04746,-3.08846,0.10311,-2.86610,-3.34515,5.98771,0.20974,6.52365,5.46420,6.02061,0.23089,6.51113,5.34813,6.01966,0.23876,6.57685,5.37658,6.02890,0.26397,7.08029,5.36901,5.99450,0.25508,6.65875,5.35659,6.03161,0.26581,6.64355,5.14808,6.01383,0.17100,6.47143,5.52637,3.53010,0.08525,3.81443,3.34610,22.09547,2.68821,30.78757,16.21450,-6.87567,1.41392,-4.03926,-12.36593,-0.12651,0.03793,-0.04531,-0.26297,1.34451,0.01358,1.37811,1.29266,4.05203,0.43834,6.11632,3.21569,-4.11723,0.39780,-3.38856,-5.73749
161,454.6860339641571,206400,-1993.84506,-3280.42689,-0.89203,0.00422,10.31340,444.36835,-3971.44915,-930.26500,-1035.43754,-1235.99554,-1862.80362,-3052.54237,-4.99742,0.10613,-4.71024,-5.33452,0.05091,0.00005,0.05099,0.05081,0.07229,0.00010,0.07246,0.07200,0.08069,0.00015,0.08097,0.08028,0.08136,0.00010,0.08168,0.08120,0.08761,0.00007,0.08774,0.08747,0.08807,0.00018,0.08829,0.08755,0.05192,0.36253,0.95699,-0.94794,367.37028,3.63368,378.98413,357.30603,8.84479,3.04001,23.78992,5.52962,8.30919,2.92853,23.70222,5.49237,8.61060,3.25847,21.31661,2.65985,3952.52106,1349.83139,7787.88867,1078.14526,3959.27901,1383.27013,7912.81592,1013.79553,-1.11423,0.01351,-1.08071,-1.17573,0.48948,0.00610,0.50426,0.47347,0.21317,0.09431,0.62329,0.04650,-3.12184,0.13016,-2.87753,-3.55067,5.99934,0.20787,6.56272,5.53342,6.00291,0.21149,6.52416,5.45151,6.03475,0.23478,6.79850,5.41190,6.03414,0.21356,6.59846,5.37894,6.01265,0.23378,6.81585,5.42682,6.04178,0.23344,6.61049,5.42737,6.02093,0.14112,6.37388,5.63142,3.53221,0.09411,3.87858,3.28650,22.65364,2.93902,33.01728,16.47821,-6.85852,1.34382,-4.26777,-11.87614,-0.12415,0.03686,-0.04583,-0.19947,1.34702,0.01543,1.38837,1.29965,4.06606,0.41288,5.51838,3.28602,-4.12155,0.37790,-3.33804,-5.65163
162,459.1761677265167,207600,-2048.82177,-3047.22151,-0.92927,0.04577,9.84161,449.28873,-3984.94466,-1041.49502,-1133.96940,-1279.22802,-1995.31360,-2947.58119,-4.97740,0.12053,-4.67145,-5.30449,0.05101,0.00017,0.05121,0.05073,0.07232,0.00019,0.07257,0.07205,0.08157,0.00025,0.08189,0.08097,0.08248,0.00040,0.08296,0.08169,0.08818,0.00014,0.08841,0.08774,0.08867,0.00017,0.08894,0.08830,0.05504,0.34398,1.04643,-1.15689,366.71546,3.95108,377.47528,356.20081,9.09480,2.97994,21.52130,5.61527,8.67476,5.05016,54.62136,5.07744,8.80020,3.62461,21.37999,2.68020,4058.69726,1313.46893,7737.85742,856.15515,4524.46888,1837.77978,14582.78223,794.45551,-1.11746,0.01879,-1.06888,-1.16978,0.49131,0.00686,0.51076,0.47204,0.20461,0.11067,1.06404,0.00494,-3.10441,0.11684,-2.88376,-3.48523,5.98967,0.18552,6.49848,5.54696,6.02322,0.21247,6.77814,5.50599,6.02816,0.22715,6.61340,5.16933,6.06405,0.24318,6.70716,5.49124,6.01891,0.24721,6.74118,5.15001,6.00949,0.25323,6.78604,5.37868,6.02225,0.13473,6.41455,5.53973,3.50816,0.08553,3.77122,3.29200,22.34818,2.49507,29.26879,17.37450,-6.77425,1.41112,-4.05270,-14.28051,-0.12385,0.02849,-0.05340,-0.22131,1.34480,0.01540,1.38511,1.30815,3.99311,0.39570,5.96401,3.24687,-4.11978,0.45691,-3.38593,-6.64525
163,462.2874813079834,208800,-1951.22274,-3106.52160,-0.83390,0.10109,10.25763,451.92870,-3958.30331,-943.28075,-1085.62883,-1293.56260,-1864.24472,-3011.11496,-4.96974,0.11578,-4.70378,-5.36167,0.05093,0.00015,0.05112,0.05069,0.07264,0.00008,0.07280,0.07246,0.08156,0.00008,0.08170,0.08144,0.08362,0.00032,0.08400,0.08295,0.08872,0.00034,0.08949,0.08822,0.08909,0.00022,0.08944,0.08853,0.06375,0.35002,0.88078,-1.05528,366.22663,3.61738,376.80341,356.54025,7.58992,1.84632,18.01327,5.13837,8.57309,2.77734,21.01133,5.44362,8.57402,3.17990,19.58048,2.99037,3856.71750,1084.71744,7584.49268,1503.64429,4731.27127,1779.99861,10642.81348,1554.58472,-1.11871,0.01555,-1.07513,-1.15737,0.48914,0.00632,0.50606,0.47427,0.21419,0.11741,0.80490,0.00165,-3.12064,0.13076,-2.83961,-3.54325,6.00576,0.18649,6.57417,5.54392,5.99216,0.21185,6.56239,5.40099,6.00463,0.22754,6.58425,5.38331,6.04627,0.22531,6.71559,5.47342,6.06310,0.23863,6.67645,5.29140,6.04394,0.22961,6.57373,5.44168,6.02598,0.13694,6.34914,5.58496,3.48730,0.08084,3.74257,3.27791,23.00298,3.08238,36.80804,17.12804,-6.95861,1.44217,-4.05119,-12.13393,-0.12563,0.02978,-0.02591,-0.19620,1.34403,0.01314,1.38379,1.31194,4.08101,0.46550,5.94863,3.30488,-4.13129,0.45202,-3.40763,-6.27025
164,458.21937084198,210000,-2176.82246,-3127.76275,-2.99390,0.04781,10.28686,447.88465,-3779.83403,-958.82607,-1033.15817,-1269.40302,-1880.79723,-2926.91426,-4.94661,0.13137,-4.65250,-5.32820,0.05043,0.00018,0.05090,0.05013,0.07241,0.00013,0.07261,0.07218,0.08118,0.00017,0.08166,0.08093,0.08426,0.00017,0.08458,0.08393,0.08971,0.00013,0.09002,0.08950,0.08969,0.00023,0.09018,0.08933,-0.01414,0.40335,0.99737,-1.27486,366.08504,4.34356,380.78244,357.32620,8.25396,2.31422,18.47379,5.28245,10.38631,6.98385,53.49546,5.38303,8.88707,3.62754,25.68891,2.14921,4068.36145,1180.23053,9081.41992,1147.06104,4565.78267,1969.91439,14020.54004,953.55188,-1.11493,0.01799,-1.07062,-1.15477,0.48579,0.00617,0.50297,0.47286,0.20983,0.10222,0.59003,0.00173,-3.14525,0.12175,-2.89585,-3.56464,5.94689,0.21303,6.40305,5.33438,5.99119,0.22240,6.59415,5.37990,5.97036,0.23576,6.77859,5.23877,6.02224,0.24659,6.60784,5.24842,6.01613,0.25595,6.90438,5.35153,6.03189,0.24795,6.61779,5.33793,5.99645,0.15807,6.39327,5.50419,3.47523,0.09412,3.72783,3.19377,22.45235,2.82115,34.61755,16.48170,-6.95932,1.52433,-4.04865,-11.47110,-0.13011,0.03402,-0.03309,-0.20880,1.34258,0.01865,1.39797,1.29446,4.01895,0.38816,5.77460,3.39924,-4.19209,0.42968,-3.32237,-5.77876
165,443.0681519508362,211200,-2155.72248,-3119.93180,-0.89122,0.08318,10.42343,432.56149,-3947.40170,-937.85249,-998.31822,-1234.83359,-1954.57140,-2937.87584,-4.94893,0.12328,-4.60228,-5.30173,0.04982,0.00008,0.05012,0.04962,0.07195,0.00012,0.07231,0.07168,0.08126,0.00015,0.08152,0.08098,0.08409,0.00015,0.08448,0.08389,0.08979,0.00017,0.09008,0.08951,0.09023,0.00015,0.09055,0.08998,-0.04449,0.43329,1.06178,-1.27503,365.79162,3.90027,376.46036,355.80347,8.66898,3.04252,33.02903,5.29142,7.12998,1.18267,12.37453,5.27833,8.54469,3.37674,21.74670,2.37126,4113.99016,1686.51560,13315.28320,693.90070,3957.27457,945.71260,6432.11475,1838.21179,-1.11976,0.01725,-1.06896,-1.16387,0.48343,0.00523,0.50020,0.46994,0.20180,0.12551,0.77971,-0.01149,-3.14427,0.11622,-2.91318,-3.42236,5.96631,0.19155,6.43123,5.31601,5.96850,0.22171,6.74782,5.30969,6.00498,0.23392,6.71980,5.46827,5.97108,0.26909,6.58299,5.13094,5.98933,0.27453,6.72323,5.14632,6.00053,0.27624,6.60817,5.36880,5.98345,0.17047,6.41732,5.50162,3.45174,0.08093,3.70329,3.14262,22.61168,3.04968,31.25214,17.47215,-6.76152,1.59595,-3.35119,-13.59212,-0.12626,0.03434,-0.02914,-0.20955,1.33822,0.01548,1.37315,1.29562,4.02272,0.40280,6.05379,3.32657,-4.15657,0.45662,-3.40627,-6.01941
166,457.22415113449097,212400,-1998.39698,-3144.54054,-0.97655,0.04031,10.02325,447.16052,-3848.87134,-940.23158,-998.48998,-1322.70146,-1901.70776,-2836.84280,-4.95404,0.12304,-4.63283,-5.33513,0.04923,0.00022,0.04961,0.04892,0.07156,0.00020,0.07187,0.07115,0.08067,0.00041,0.08121,0.08000,0.08398,0.00017,0.08430,0.08369,0.08971,0.00015,0.09003,0.08952,0.09002,0.00019,0.09024,0.08966,-0.05950,0.33403,0.97907,-0.85821,366.16549,4.00096,379.22321,355.79413,9.46521,4.93492,44.96491,5.37608,9.03693,3.17825,24.72658,5.26580,8.56425,3.45535,27.86145,2.81721,4358.51111,1486.20240,12314.79395,798.15778,5200.47498,2216.93088,14323.89258,1009.44116,-1.11872,0.01911,-1.05861,-1.16126,0.48313,0.00630,0.49987,0.46567,0.20141,0.11766,0.76476,-0.03904,-3.11358,0.10870,-2.84197,-3.41470,5.96736,0.19414,6.44753,5.44834,5.97389,0.21161,6.56349,5.49777,5.94573,0.20573,6.52016,5.35124,5.99463,0.24263,6.71071,5.37251,6.00313,0.22396,6.56073,5.43146,5.98011,0.24686,6.83640,5.33979,5.97747,0.13105,6.39113,5.66607,3.44962,0.08784,3.71204,3.21136,22.67422,3.53504,35.54053,16.51437,-6.78993,1.38142,-4.44117,-11.15782,-0.12380,0.03238,-0.04957,-0.21499,1.34059,0.01417,1.38536,1.28918,4.10190,0.49460,6.35358,3.25230,-4.25060,0.54144,-3.31289,-6.54781
167,453.9092450141907,213600,-1767.33735,-3207.39348,-1.97019,0.03485,9.96564,443.90869,-3800.31783,-959.33134,-1001.01832,-1230.38720,-1707.15615,-2876.89682,-4.92479,0.12213,-4.62794,-5.25550,0.04934,0.00010,0.04947,0.04903,0.07151,0.00015,0.07179,0.07115,0.08079,0.00040,0.08144,0.08001,0.08448,0.00048,0.08525,0.08373,0.09042,0.00045,0.09116,0.08966,0.09067,0.00052,0.09142,0.08971,0.13457,0.37970,0.98142,-0.85751,364.95064,4.22505,379.29285,354.89917,7.90277,2.33353,17.94818,5.27811,8.85599,3.16248,22.02666,5.01286,8.72232,4.19451,39.42450,3.09116,4189.47008,1557.26368,11326.66113,1218.71265,4618.83248,1800.19112,11883.95801,681.83942,-1.11928,0.01622,-1.07908,-1.17081,0.48612,0.00742,0.50849,0.46320,0.17298,0.11319,0.68963,0.01183,-3.08116,0.10113,-2.84839,-3.36342,6.02795,0.18771,6.44518,5.51652,6.01562,0.22828,6.60031,5.38474,6.06422,0.23569,6.57642,5.45775,6.07554,0.23205,6.74225,5.43459,6.06270,0.24179,6.77629,5.33111,6.07593,0.25806,6.69016,5.46114,6.05366,0.14906,6.38972,5.65973,3.48751,0.08492,3.79080,3.30268,23.64778,3.15466,36.87202,17.49270,-6.76162,1.46345,-3.91319,-13.63029,-0.11534,0.03819,-0.00457,-0.21009,1.34866,0.01517,1.38528,1.31566,4.20848,0.47999,6.10917,3.12581,-4.14300,0.41078,-3.42479,-5.78341
168,458.4844012260437,214800,-1890.96331,-3237.87352,-0.78008,0.02747,10.43059,448.02627,-3887.50253,-978.22466,-951.44033,-1231.00290,-1917.43456,-2952.97342,-4.91147,0.10839,-4.62979,-5.15521,0.04971,0.00013,0.04992,0.04947,0.07110,0.00024,0.07147,0.07063,0.08139,0.00007,0.08151,0.08123,0.08504,0.00013,0.08533,0.08484,0.09103,0.00012,0.09129,0.09084,0.09115,0.00018,0.09147,0.09093,-0.02856,0.33789,0.89706,-0.81063,364.70399,3.84416,376.50333,354.01859,9.39726,5.06183,41.79605,5.17488,9.09800,5.33557,45.26957,5.45122,9.27726,3.82474,24.58711,2.27419,4277.43486,1564.61821,12521.69922,1060.97937,4394.53570,1769.30229,12626.89746,966.99512,-1.11985,0.01581,-1.08260,-1.16305,0.48865,0.00602,0.50916,0.47317,0.19861,0.10754,0.73185,0.00736,-3.13505,0.11578,-2.89423,-3.42956,6.01627,0.19256,6.54580,5.37063,5.95818,0.20139,6.55401,5.51322,5.99409,0.24205,6.63595,5.40280,5.97546,0.23297,6.59262,5.30184,5.98523,0.23901,6.73083,5.47469,6.00030,0.22968,6.63512,5.36279,5.98826,0.13275,6.35264,5.67912,3.45787,0.08719,3.79875,3.23700,23.54477,3.69212,43.97884,16.42123,-6.70423,1.36547,-3.70977,-12.57140,-0.11499,0.03028,-0.02571,-0.18142,1.34077,0.01176,1.37037,1.31442,4.20359,0.51873,5.79777,3.28717,-4.25633,0.49770,-3.46394,-6.02742
169,450.84596061706543,216000,-1709.24859,-3197.77507,-0.81019,0.04253,10.22824,440.57516,-3931.93566,-909.37752,-982.59432,-1252.03367,-1959.18398,-2979.25833,-4.90670,0.13037,-4.56775,-5.41551,0.04977,0.00015,0.04999,0.04940,0.07046,0.00030,0.07084,0.06980,0.08137,0.00016,0.08169,0.08098,0.08476,0.00023,0.08504,0.08426,0.09099,0.00024,0.09137,0.09060,0.09205,0.00038,0.09252,0.09133,-0.02757,0.37762,1.27126,-1.06387,364.36686,4.03615,378.40106,355.41693,8.83552,3.44218,24.97945,4.94138,9.07530,4.20917,47.78920,5.23861,8.28670,3.23471,20.39450,2.68330,4548.08885,1782.20882,10472.21191,1282.83569,4476.43257,1797.83244,15263.05957,925.29492,-1.11967,0.01317,-1.07759,-1.15731,0.48815,0.00522,0.50264,0.47469,0.19752,0.10958,0.63744,-0.00150,-3.11497,0.10895,-2.87485,-3.39061,5.97191,0.19609,6.74247,5.44655,5.95628,0.19791,6.41185,5.38999,5.98644,0.23485,6.58393,5.27490,5.98127,0.24477,6.59180,5.23924,5.99658,0.24024,6.63750,5.37656,6.05156,0.24105,6.67982,5.29017,5.99067,0.14861,6.48750,5.57410,3.44770,0.08905,3.71782,3.21842,23.32727,3.52651,34.45046,17.06902,-6.82144,1.51654,-3.89847,-11.56390,-0.11321,0.03459,-0.03788,-0.22253,1.34099,0.01623,1.40509,1.29708,4.30428,0.54410,6.66880,3.39240,-4.19802,0.47293,-3.49253,-6.18557
170,447.4873125553131,217200,-1825.99899,-3094.33731,-1.89801,0.09192,9.96263,437.36879,-3669.51780,-934.28999,-1022.69407,-1197.48753,-1739.89740,-2620.16195,-4.89972,0.12852,-4.49568,-5.30665,0.04895,0.00022,0.04939,0.04861,0.06964,0.00019,0.06992,0.06933,0.08108,0.00011,0.08130,0.08090,0.08426,0.00016,0.08448,0.08405,0.09084,0.00011,0.09100,0.09062,0.09232,0.00020,0.09261,0.09198,-0.05035,0.31355,0.74613,-0.95577,364.22704,4.04481,374.75836,352.66022,10.14954,7.25530,75.28176,5.01990,8.28049,2.26332,15.79049,4.89820,8.51068,3.02629,20.38526,2.63940,4704.43023,2191.30033,16149.08008,1183.50842,4203.98746,1330.67024,10565.79883,972.42352,-1.11994,0.01640,-1.08040,-1.15966,0.48731,0.00605,0.50701,0.47321,0.20983,0.12826,0.90523,-0.01232,-3.16111,0.12557,-2.89392,-3.64317,5.94951,0.17943,6.47451,5.44604,5.97898,0.21276,6.47929,5.38736,5.99360,0.21939,6.62394,5.43766,5.98226,0.21477,6.50958,5.40164,5.99473,0.24265,6.53424,5.19978,5.99100,0.24509,6.50448,5.37144,5.98168,0.12345,6.28528,5.62775,3.44775,0.07951,3.67543,3.19334,23.35944,3.15496,33.77099,15.99852,-6.55599,1.45294,-3.89604,-12.38861,-0.12194,0.03408,-0.03739,-0.21616,1.33873,0.01426,1.37349,1.30608,4.13702,0.42954,5.57338,3.23172,-4.16913,0.46342,-3.54505,-5.94867
171,452.0920453071594,218400,-2018.94081,-3075.52924,-1.14867,0.00345,10.05350,442.03503,-3799.13258,-857.42216,-953.97481,-1247.81634,-1883.19412,-2938.00674,-4.85960,0.12435,-4.56815,-5.19157,0.04853,0.00017,0.04886,0.04834,0.06947,0.00020,0.06999,0.06920,0.08098,0.00033,0.08174,0.08052,0.08417,0.00012,0.08442,0.08398,0.09123,0.00049,0.09206,0.09058,0.09244,0.00058,0.09362,0.09187,0.11716,0.33472,1.18577,-0.74901,362.66071,3.85986,374.31030,353.92621,7.27535,1.55066,13.61254,5.12215,7.62559,1.93253,15.96955,5.02745,9.13956,4.08289,22.98657,2.82709,3903.50124,1078.91321,7226.73926,1424.29773,4012.56371,1080.22943,7226.58740,1181.77100,-1.13242,0.01576,-1.09481,-1.17302,0.48911,0.00626,0.50430,0.47276,0.19497,0.12207,0.65483,-0.03903,-3.17101,0.12999,-2.89606,-3.56514,6.01806,0.18475,6.49946,5.56122,6.03698,0.18627,6.67133,5.47493,6.05236,0.22172,6.64539,5.50431,6.02702,0.23065,6.78838,5.50634,6.07631,0.23890,6.68945,5.55303,6.07096,0.24792,6.77002,5.44625,6.04695,0.13228,6.48306,5.71289,3.44887,0.08448,3.68221,3.22486,24.13133,3.67418,44.50094,15.50395,-6.65032,1.55109,-3.43455,-12.81252,-0.10975,0.03186,-0.03527,-0.17933,1.34094,0.01438,1.37680,1.31002,4.30744,0.52021,6.14917,3.17994,-4.20408,0.52063,-3.39068,-6.57267
172,459.61770606040955,219600,-2105.22180,-2966.65229,-1.54170,0.08317,10.25012,449.28436,-3783.97981,-952.88958,-1028.31101,-1238.39174,-1800.55100,-2770.33928,-4.85311,0.14092,-4.49809,-5.25444,0.04893,0.00011,0.04931,0.04880,0.07001,0.00017,0.07034,0.06970,0.08253,0.00036,0.08323,0.08176,0.08466,0.00009,0.08483,0.08444,0.09255,0.00017,0.09283,0.09209,0.09391,0.00017,0.09430,0.09363,0.07111,0.38306,1.26250,-1.01603,362.47684,4.26624,373.41696,352.83472,7.34508,1.99593,18.07319,5.17469,8.53675,3.78419,34.72625,5.12035,9.18118,3.53039,19.07686,2.49248,3844.21621,1283.97444,7310.02197,1267.06909,4059.81727,1610.55568,12460.42871,916.97351,-1.12234,0.01717,-1.08402,-1.16311,0.48642,0.00631,0.50602,0.47045,0.22340,0.10316,0.64445,-0.00057,-3.16181,0.11835,-2.85351,-3.50495,6.03758,0.20529,6.58701,5.56593,5.99935,0.20456,6.43379,5.45970,6.06205,0.21715,6.63786,5.49244,6.01105,0.26590,6.68048,5.32302,6.02677,0.24471,6.54664,5.18835,6.02914,0.25782,6.73042,5.16213,6.02766,0.15069,6.49636,5.59898,3.43544,0.08458,3.66539,3.23102,23.53537,3.59201,43.45908,17.60278,-6.75723,1.72276,-3.81845,-12.89990,-0.11928,0.02922,-0.04049,-0.18593,1.34233,0.01444,1.37918,1.30305,4.17519,0.44212,5.86783,3.37309,-4.24019,0.51668,-3.43099,-6.20012
173,458.56231331825256,220800,-2030.14042,-2990.79785,-2.02072,0.04594,10.45847,448.05785,-3858.24379,-898.63334,-1001.09011,-1236.02006,-1784.94702,-2986.95024,-4.83017,0.11550,-4.55544,-5.12068,0.04911,0.00027,0.04953,0.04871,0.06992,0.00020,0.07020,0.06952,0.08338,0.00018,0.08370,0.08310,0.08494,0.00010,0.08508,0.08478,0.09330,0.00025,0.09389,0.09282,0.09467,0.00019,0.09495,0.09431,-0.00888,0.40992,1.61934,-1.14691,361.45264,4.11653,371.46921,350.76746,8.88990,2.92080,21.18338,5.18207,7.60888,2.45540,22.39788,4.83732,8.68487,3.81943,24.24411,2.61549,4057.68012,1058.66997,7425.16895,1303.49878,3843.51222,1206.69500,7596.82422,1008.85382,-1.12438,0.01718,-1.08583,-1.17103,0.48498,0.00551,0.50051,0.46986,0.19426,0.11372,0.64964,-0.06917,-3.07427,0.09784,-2.85080,-3.35989,5.95620,0.20610,6.65776,5.42001,5.96893,0.22678,6.76003,5.43587,5.99764,0.25598,7.00580,5.27714,6.01489,0.23642,6.82637,5.37676,6.04985,0.23630,6.78908,5.50522,6.00506,0.25809,6.85199,5.34227,5.99876,0.16133,6.64302,5.55622,3.38427,0.08840,3.65328,3.16931,22.56431,3.45876,43.09074,16.38019,-6.64979,1.48912,-3.27454,-11.83982,-0.12367,0.03528,-0.02341,-0.21168,1.33692,0.01819,1.41659,1.29302,4.02333,0.44765,6.12089,3.17622,-4.22307,0.49677,-3.31935,-6.25204
174,461.06829357147217,222000,-1896.68204,-3057.59451,-0.84928,0.13357,10.85132,450.08335,-3775.99493,-862.17978,-945.28425,-1198.16497,-1860.18130,-2782.10094,-4.82808,0.11904,-4.47632,-5.15348,0.04878,0.00004,0.04886,0.04871,0.07009,0.00032,0.07053,0.06951,0.08349,0.00015,0.08377,0.08322,0.08573,0.00053,0.08662,0.08505,0.09429,0.00024,0.09476,0.09391,0.09509,0.00057,0.09614,0.09447,0.10205,0.32854,0.89027,-0.78167,361.64234,3.92315,371.17355,351.89603,7.09321,1.65968,17.97527,5.13226,7.50706,2.09503,18.19345,4.89786,7.92772,2.98601,23.79194,2.84559,3841.95955,1305.67175,7487.51514,1075.43933,4460.80391,2037.18223,13185.31641,1117.81348,-1.12022,0.01338,-1.07851,-1.15128,0.48471,0.00575,0.50169,0.46935,0.23632,0.12694,1.09722,0.02988,-3.12744,0.11996,-2.89365,-3.46913,5.99288,0.18182,6.50308,5.56605,6.05137,0.19689,6.51792,5.50541,6.02644,0.19550,6.56011,5.47640,6.07336,0.23630,6.60452,5.53927,6.03456,0.23521,6.56609,5.20618,6.07210,0.24788,6.63979,5.41988,6.04178,0.13023,6.35155,5.69468,3.42991,0.07725,3.65184,3.22324,23.12792,3.27293,34.99479,17.03288,-6.63984,1.67706,-3.13280,-11.88659,-0.13037,0.03300,-0.05035,-0.21929,1.34433,0.01389,1.37891,1.29798,4.11181,0.44608,5.55775,3.36564,-4.26981,0.50394,-3.36205,-6.60167
